Year,Town,Flat_Type,Price
2020,JURONG WEST,5 ROOM,456968.5475285171
2020,JURONG WEST,EXECUTIVE,556438.252631579
2020,KALLANG/WHAMPOA,2 ROOM,206800.0
2020,KALLANG/WHAMPOA,3 ROOM,337169.84251968504
2020,KALLANG/WHAMPOA,4 ROOM,542161.1421428571
2020,KALLANG/WHAMPOA,5 ROOM,699873.5462184874
2020,KALLANG/WHAMPOA,EXECUTIVE,773934.5882352941
2020,MARINE PARADE,3 ROOM,363225.39130434784
2020,MARINE PARADE,4 ROOM,476343.76470588235
2020,MARINE PARADE,5 ROOM,785254.7586206896
2020,PASIR RIS,2 ROOM,262750.0
2020,PASIR RIS,3 ROOM,377602.7027027027
2020,PASIR RIS,4 ROOM,452329.3903133903
2020,PASIR RIS,5 ROOM,517396.98412698414
2020,PASIR RIS,EXECUTIVE,625801.7616580311
2020,PUNGGOL,2 ROOM,250032.55172413794
2020,PUNGGOL,3 ROOM,362701.1100478469
2020,PUNGGOL,4 ROOM,468028.8617801047
2020,PUNGGOL,5 ROOM,533741.006
2020,PUNGGOL,EXECUTIVE,547572.6153846154
2020,QUEENSTOWN,2 ROOM,246647.0588235294
2020,QUEENSTOWN,3 ROOM,370499.45588235295
2020,QUEENSTOWN,4 ROOM,744268.4432234432
2020,QUEENSTOWN,5 ROOM,860776.6034567901
2020,QUEENSTOWN,EXECUTIVE,982900.0
2020,SEMBAWANG,2 ROOM,225732.66666666666
2020,SEMBAWANG,3 ROOM,304695.652173913
2020,SEMBAWANG,4 ROOM,362790.82352941175
2020,SEMBAWANG,5 ROOM,414335.89677419356
2020,SEMBAWANG,EXECUTIVE,493319.6666666667
2020,SENGKANG,2 ROOM,247036.58536585365
2020,SENGKANG,3 ROOM,347701.20958083833
2020,SENGKANG,4 ROOM,434480.52918660286
2020,SENGKANG,5 ROOM,497427.9192838875
2020,SENGKANG,EXECUTIVE,570309.9435483871
2020,SERANGOON,2 ROOM,240000.0
2020,SERANGOON,3 ROOM,314310.0215053763
2020,SERANGOON,4 ROOM,455069.70165745856
2020,SERANGOON,5 ROOM,579325.3513513514
2020,SERANGOON,EXECUTIVE,741771.0
2020,TAMPINES,2 ROOM,260250.0
2020,TAMPINES,3 ROOM,340013.14803625375
2020,TAMPINES,4 ROOM,450558.2027777778
2020,TAMPINES,5 ROOM,558004.8114035088
2020,TAMPINES,EXECUTIVE,689166.3387978142
2020,TAMPINES,MULTI-GENERATION,742500.0
2020,TOA PAYOH,2 ROOM,196120.69565217392
2020,TOA PAYOH,3 ROOM,270972.29022082017
2020,TOA PAYOH,4 ROOM,554876.6958762887
2020,TOA PAYOH,5 ROOM,728413.8536585366
2020,TOA PAYOH,EXECUTIVE,792706.2857142857
2020,WOODLANDS,2 ROOM,226283.33333333334
2020,WOODLANDS,3 ROOM,266143.2546583851
2020,WOODLANDS,4 ROOM,352869.433122807
2020,WOODLANDS,5 ROOM,423414.4692982456
2020,WOODLANDS,EXECUTIVE,616019.6307692308
2020,YISHUN,2 ROOM,223380.0
2020,YISHUN,3 ROOM,284312.55529411766
2020,YISHUN,4 ROOM,372337.35696517414
2020,YISHUN,5 ROOM,486036.4362606232
2020,YISHUN,EXECUTIVE,599154.1
2020,YISHUN,MULTI-GENERATION,752000.0
2021,ANG MO KIO,2 ROOM,228227.27272727274
2021,ANG MO KIO,3 ROOM,331721.6382978723
2021,ANG MO KIO,4 ROOM,490748.55633802817
2021,ANG MO KIO,5 ROOM,682737.6590909091
2021,ANG MO KIO,EXECUTIVE,892994.4
2021,BEDOK,2 ROOM,254630.92857142858
2021,BEDOK,3 ROOM,328491.27046263346
2021,BEDOK,4 ROOM,488177.75626043405
2021,BEDOK,5 ROOM,616580.3616438357
2021,BEDOK,EXECUTIVE,779381.1052631579
2021,BISHAN,3 ROOM,387566.6153846154
2021,BISHAN,4 ROOM,579664.8362369338
2021,BISHAN,5 ROOM,810960.2366863905
2021,BISHAN,EXECUTIVE,963708.350877193
2021,BISHAN,MULTI-GENERATION,895200.0
2021,BUKIT BATOK,3 ROOM,317512.11155378487
2021,BUKIT BATOK,4 ROOM,443390.0071174377
2021,BUKIT BATOK,5 ROOM,600338.624
2021,BUKIT BATOK,EXECUTIVE,697439.3684210526
2021,BUKIT MERAH,1 ROOM,197222.22222222222
2021,BUKIT MERAH,2 ROOM,278634.4827586207
2021,BUKIT MERAH,3 ROOM,405088.5593220339
2021,BUKIT MERAH,4 ROOM,706957.3038548753
2021,BUKIT MERAH,5 ROOM,805605.5971223022
2021,BUKIT MERAH,EXECUTIVE,785666.6666666666
2021,BUKIT PANJANG,2 ROOM,275084.1212121212
2021,BUKIT PANJANG,3 ROOM,339178.2
2021,BUKIT PANJANG,4 ROOM,451717.80126849894
2021,BUKIT PANJANG,5 ROOM,558234.0
2021,BUKIT PANJANG,EXECUTIVE,691104.800661157
2021,BUKIT TIMAH,3 ROOM,413615.3846153846
2021,BUKIT TIMAH,4 ROOM,614665.625
2021,BUKIT TIMAH,5 ROOM,862464.0
2021,BUKIT TIMAH,EXECUTIVE,1036950.0
2021,CENTRAL AREA,2 ROOM,269250.0
2021,CENTRAL AREA,3 ROOM,430070.31111111114
2021,CENTRAL AREA,4 ROOM,859548.5185185185
2021,CENTRAL AREA,5 ROOM,1013691.8545454545
2021,CHOA CHU KANG,2 ROOM,264538.46153846156
2021,CHOA CHU KANG,3 ROOM,356530.958173913
2021,CHOA CHU KANG,4 ROOM,449026.47952443856
2021,CHOA CHU KANG,5 ROOM,530861.1138790036
2021,CHOA CHU KANG,EXECUTIVE,617806.650406504
2021,CLEMENTI,2 ROOM,330111.0
2021,CLEMENTI,3 ROOM,372951.23396226414
2021,CLEMENTI,4 ROOM,639687.6415770609
2021,CLEMENTI,5 ROOM,765340.5656565657
2021,CLEMENTI,EXECUTIVE,843137.5238095238
2021,GEYLANG,2 ROOM,214100.0
2021,GEYLANG,3 ROOM,326139.7818791946
2021,GEYLANG,4 ROOM,589537.029315961
2021,GEYLANG,5 ROOM,708602.2
2021,GEYLANG,EXECUTIVE,819988.4137931034
2021,HOUGANG,2 ROOM,254777.77777777778
2021,HOUGANG,3 ROOM,340922.59489051095
2021,HOUGANG,4 ROOM,463785.51301684533
2021,HOUGANG,5 ROOM,600307.1675675676
2021,HOUGANG,EXECUTIVE,739861.7696969697
2021,JURONG EAST,2 ROOM,267285.71428571426
2021,JURONG EAST,3 ROOM,335521.5802469136
2021,JURONG EAST,4 ROOM,445283.5628415301
2021,JURONG EAST,5 ROOM,564776.6363636364
2021,JURONG EAST,EXECUTIVE,739430.7283950617
2021,JURONG WEST,2 ROOM,262380.95238095237
2021,JURONG WEST,3 ROOM,311231.2786259542
2021,JURONG WEST,4 ROOM,436668.3542435424
2021,JURONG WEST,5 ROOM,508150.38323353295
2021,JURONG WEST,EXECUTIVE,605986.4022988506
2021,KALLANG/WHAMPOA,2 ROOM,252923.07692307694
2021,KALLANG/WHAMPOA,3 ROOM,385201.7859007833
2021,KALLANG/WHAMPOA,4 ROOM,635366.1559322034
2021,KALLANG/WHAMPOA,5 ROOM,773148.9820359282
2021,KALLANG/WHAMPOA,EXECUTIVE,844791.6666666666
2021,MARINE PARADE,2 ROOM,235000.0
2021,MARINE PARADE,3 ROOM,391626.3647058823
2021,MARINE PARADE,4 ROOM,495882.6341463415
2021,MARINE PARADE,5 ROOM,800871.8947368421
2021,PASIR RIS,2 ROOM,303428.5714285714
2021,PASIR RIS,3 ROOM,437057.6923076923
2021,PASIR RIS,4 ROOM,490479.9639889197
2021,PASIR RIS,5 ROOM,572099.2077922078
2021,PASIR RIS,EXECUTIVE,691944.2730923694
2021,PUNGGOL,2 ROOM,275608.6956521739
2021,PUNGGOL,3 ROOM,391059.264
2021,PUNGGOL,4 ROOM,495539.0927932961
2021,PUNGGOL,5 ROOM,579813.5907216495
2021,PUNGGOL,EXECUTIVE,595935.5454545454
2021,QUEENSTOWN,2 ROOM,279644.4
2021,QUEENSTOWN,3 ROOM,405403.4520547945
2021,QUEENSTOWN,4 ROOM,762952.6831460674
2021,QUEENSTOWN,5 ROOM,903316.0784313725
2021,QUEENSTOWN,EXECUTIVE,1092200.0
2021,SEMBAWANG,2 ROOM,261581.25
2021,SEMBAWANG,3 ROOM,334052.63157894736
2021,SEMBAWANG,4 ROOM,417918.1028037383
2021,SEMBAWANG,5 ROOM,483598.6742857143
2021,SEMBAWANG,EXECUTIVE,567313.9325842697
2021,SENGKANG,2 ROOM,284023.52
2021,SENGKANG,3 ROOM,386387.6707317073
2021,SENGKANG,4 ROOM,476835.96062992123
2021,SENGKANG,5 ROOM,545130.0295315682
2021,SENGKANG,EXECUTIVE,622280.6835443038
2021,SERANGOON,2 ROOM,247500.0
2021,SERANGOON,3 ROOM,345048.40594059404
2021,SERANGOON,4 ROOM,487894.0
2021,SERANGOON,5 ROOM,635553.9705882353
2021,SERANGOON,EXECUTIVE,820627.2872340425
2021,TAMPINES,2 ROOM,284384.6153846154
2021,TAMPINES,3 ROOM,370333.615942029
2021,TAMPINES,4 ROOM,487412.3816091954
2021,TAMPINES,5 ROOM,606542.2487223168
2021,TAMPINES,EXECUTIVE,733143.1128404669
2021,TAMPINES,MULTI-GENERATION,764375.0
2021,TOA PAYOH,2 ROOM,233978.26086956522
2021,TOA PAYOH,3 ROOM,311478.9330133333
2021,TOA PAYOH,4 ROOM,603804.8172757475
2021,TOA PAYOH,5 ROOM,808231.9788359788
2021,TOA PAYOH,EXECUTIVE,855187.5
2021,WOODLANDS,2 ROOM,262230.76923076925
2021,WOODLANDS,3 ROOM,313402.75916230364
2021,WOODLANDS,4 ROOM,413716.2496433666
2021,WOODLANDS,5 ROOM,495649.4168297456
2021,WOODLANDS,EXECUTIVE,685660.5882352941
2021,YISHUN,2 ROOM,249823.5294117647
2021,YISHUN,3 ROOM,330116.5730088496
2021,YISHUN,4 ROOM,429610.9347568209
2021,YISHUN,5 ROOM,550564.5993883793
2021,YISHUN,EXECUTIVE,669485.5094339623
2021,YISHUN,MULTI-GENERATION,836600.0
2022,ANG MO KIO,2 ROOM,268068.0
2022,ANG MO KIO,3 ROOM,376950.54734848486
2022,ANG MO KIO,4 ROOM,599339.7475409836
2022,ANG MO KIO,5 ROOM,812362.2264935065
2022,ANG MO KIO,EXECUTIVE,941500.0
2022,BEDOK,2 ROOM,272350.0
2022,BEDOK,3 ROOM,358523.9981884058
2022,BEDOK,4 ROOM,508717.51193058566
2022,BEDOK,5 ROOM,667291.2252964426
2022,BEDOK,EXECUTIVE,847416.6233766234
2022,BISHAN,3 ROOM,405223.8923076923
2022,BISHAN,4 ROOM,640889.708737864
2022,BISHAN,5 ROOM,876298.1997122302
2022,BISHAN,EXECUTIVE,1046216.1454545455
2022,BUKIT BATOK,2 ROOM,338666.6666666667
2022,BUKIT BATOK,3 ROOM,361273.6797153025
2022,BUKIT BATOK,4 ROOM,525035.7348066298
2022,BUKIT BATOK,5 ROOM,709542.5
2022,BUKIT BATOK,EXECUTIVE,781103.0
2022,BUKIT MERAH,1 ROOM,230888.8
2022,BUKIT MERAH,2 ROOM,301222.22222222225
2022,BUKIT MERAH,3 ROOM,437544.21492537315
2022,BUKIT MERAH,4 ROOM,716379.4078212291
2022,BUKIT MERAH,5 ROOM,866970.8025751073
2022,BUKIT PANJANG,2 ROOM,295578.94736842107
2022,BUKIT PANJANG,3 ROOM,372554.0
2022,BUKIT PANJANG,4 ROOM,480776.22683982685
2022,BUKIT PANJANG,5 ROOM,605319.3922261484
2022,BUKIT PANJANG,EXECUTIVE,732082.75
2022,BUKIT TIMAH,3 ROOM,431692.3076923077
2022,BUKIT TIMAH,4 ROOM,656202.2857142857
2022,BUKIT TIMAH,5 ROOM,895262.6254545455
2022,BUKIT TIMAH,EXECUTIVE,1205657.7
2022,CENTRAL AREA,2 ROOM,313972.3333333333
2022,CENTRAL AREA,3 ROOM,445649.8604651163
2022,CENTRAL AREA,4 ROOM,852343.6279069767
2022,CENTRAL AREA,5 ROOM,1130746.2675862068
2022,CHOA CHU KANG,2 ROOM,284076.92307692306
2022,CHOA CHU KANG,3 ROOM,381811.64
2022,CHOA CHU KANG,4 ROOM,487088.65871833084
2022,CHOA CHU KANG,5 ROOM,576634.594
2022,CHOA CHU KANG,EXECUTIVE,698757.5333333333
2022,CLEMENTI,2 ROOM,362314.6666666667
2022,CLEMENTI,3 ROOM,419428.7826086957
2022,CLEMENTI,4 ROOM,657930.2123893806
2022,CLEMENTI,5 ROOM,841605.5348837209
2022,CLEMENTI,EXECUTIVE,918105.5
2022,GEYLANG,2 ROOM,240094.35
2022,GEYLANG,3 ROOM,345107.8178913738
2022,GEYLANG,4 ROOM,597185.9625
2022,GEYLANG,5 ROOM,797349.1219512195
2022,GEYLANG,EXECUTIVE,875988.0
2022,HOUGANG,2 ROOM,303933.3333333333
2022,HOUGANG,3 ROOM,377787.4503311258
2022,HOUGANG,4 ROOM,520932.9435736677
2022,HOUGANG,5 ROOM,647374.5859375
2022,HOUGANG,EXECUTIVE,813116.4803149606
2022,JURONG EAST,2 ROOM,286333.3333333333
2022,JURONG EAST,3 ROOM,358980.80898876407
2022,JURONG EAST,4 ROOM,477060.34057971014
2022,JURONG EAST,5 ROOM,609649.2689075631
2022,JURONG EAST,EXECUTIVE,781861.0909090909
2022,JURONG WEST,2 ROOM,295952.38095238095
2022,JURONG WEST,3 ROOM,345621.3675700934
2022,JURONG WEST,4 ROOM,480905.760942761
2022,JURONG WEST,5 ROOM,562721.9735349716
2022,JURONG WEST,EXECUTIVE,663735.0947368421
2022,KALLANG/WHAMPOA,2 ROOM,275250.0
2022,KALLANG/WHAMPOA,3 ROOM,437972.3930635838
2022,KALLANG/WHAMPOA,4 ROOM,747796.6904186046
2022,KALLANG/WHAMPOA,5 ROOM,834809.1023622047
2022,KALLANG/WHAMPOA,EXECUTIVE,969368.0
2022,MARINE PARADE,3 ROOM,415264.62637362635
2022,MARINE PARADE,4 ROOM,534396.9090909091
2022,MARINE PARADE,5 ROOM,856639.3728813559
2022,PASIR RIS,2 ROOM,322500.0
2022,PASIR RIS,3 ROOM,474532.5238095238
2022,PASIR RIS,4 ROOM,523713.93548387097
2022,PASIR RIS,5 ROOM,623790.4182509505
2022,PASIR RIS,EXECUTIVE,776321.3944954128
2022,PUNGGOL,2 ROOM,312328.05
2022,PUNGGOL,3 ROOM,434229.8115942029
2022,PUNGGOL,4 ROOM,550915.875
2022,PUNGGOL,5 ROOM,630465.6852941177
2022,PUNGGOL,EXECUTIVE,668654.4
2022,QUEENSTOWN,2 ROOM,299466.6666666667
2022,QUEENSTOWN,3 ROOM,437601.0457317073
2022,QUEENSTOWN,4 ROOM,805792.966442953
2022,QUEENSTOWN,5 ROOM,933841.679245283
2022,QUEENSTOWN,EXECUTIVE,1153428.5714285714
2022,SEMBAWANG,2 ROOM,314884.0
2022,SEMBAWANG,3 ROOM,422965.93548387097
2022,SEMBAWANG,4 ROOM,505186.5474860335
2022,SEMBAWANG,5 ROOM,585487.9215686275
2022,SEMBAWANG,EXECUTIVE,623287.5942028986
2022,SENGKANG,2 ROOM,314935.3962264151
2022,SENGKANG,3 ROOM,427704.5056179775
2022,SENGKANG,4 ROOM,528709.7060900265
2022,SENGKANG,5 ROOM,603440.2850061958
2022,SENGKANG,EXECUTIVE,698626.6484375
2022,SERANGOON,2 ROOM,262000.0
2022,SERANGOON,3 ROOM,380373.7826086957
2022,SERANGOON,4 ROOM,546691.4371859296
2022,SERANGOON,5 ROOM,694922.88
2022,SERANGOON,EXECUTIVE,915250.911724138
2022,TAMPINES,2 ROOM,326333.3333333333
2022,TAMPINES,3 ROOM,404429.3194805195
2022,TAMPINES,4 ROOM,535050.3145896656
2022,TAMPINES,5 ROOM,657123.3431151242
2022,TAMPINES,EXECUTIVE,830908.1782178218
2022,TAMPINES,MULTI-GENERATION,820722.0
2022,TOA PAYOH,2 ROOM,261021.73913043478
2022,TOA PAYOH,3 ROOM,373901.7220779221
2022,TOA PAYOH,4 ROOM,702863.5607142857
2022,TOA PAYOH,5 ROOM,862531.7647058824
2022,TOA PAYOH,EXECUTIVE,952156.4545454546
2022,WOODLANDS,2 ROOM,301420.5714285714
2022,WOODLANDS,3 ROOM,360883.91769547324
2022,WOODLANDS,4 ROOM,472185.39448441245
2022,WOODLANDS,5 ROOM,564246.3644366197
2022,WOODLANDS,EXECUTIVE,783286.5939086295
2022,YISHUN,2 ROOM,298437.5
2022,YISHUN,3 ROOM,371607.51582867786
2022,YISHUN,4 ROOM,468175.8119745223
2022,YISHUN,5 ROOM,609825.2307692308
2022,YISHUN,EXECUTIVE,787354.8351648352
2022,YISHUN,MULTI-GENERATION,902062.5
2023,ANG MO KIO,2 ROOM,292194.1052631579
2023,ANG MO KIO,3 ROOM,402249.6437659033
2023,ANG MO KIO,4 ROOM,638877.9661654135
2023,ANG MO KIO,5 ROOM,785428.9986516853
2023,ANG MO KIO,EXECUTIVE,1057375.0
2023,BEDOK,2 ROOM,310636.36363636365
2023,BEDOK,3 ROOM,378349.2008830022
2023,BEDOK,4 ROOM,568050.6819484241
2023,BEDOK,5 ROOM,702679.6646706586
2023,BEDOK,EXECUTIVE,894160.6808510638
2023,BISHAN,3 ROOM,435928.2580645161
2023,BISHAN,4 ROOM,704399.25
2023,BISHAN,5 ROOM,916305.5903614458
2023,BISHAN,EXECUTIVE,1074159.2
2023,BUKIT BATOK,2 ROOM,334586.95652173914
2023,BUKIT BATOK,3 ROOM,402419.80303030304
2023,BUKIT BATOK,4 ROOM,589037.3942505134
2023,BUKIT BATOK,5 ROOM,759047.0444
2023,BUKIT BATOK,EXECUTIVE,834958.7142857143
2023,BUKIT MERAH,1 ROOM,242666.66666666666
2023,BUKIT MERAH,2 ROOM,337782.60869565216
2023,BUKIT MERAH,3 ROOM,499366.76683636365
2023,BUKIT MERAH,4 ROOM,800972.3309422493
2023,BUKIT MERAH,5 ROOM,917066.8615384615
2023,BUKIT PANJANG,2 ROOM,304000.0
2023,BUKIT PANJANG,3 ROOM,397735.4222222222
2023,BUKIT PANJANG,4 ROOM,514259.18339100346
2023,BUKIT PANJANG,5 ROOM,632725.3706293707
2023,BUKIT PANJANG,EXECUTIVE,780672.5714285715
2023,BUKIT TIMAH,3 ROOM,470116.8
2023,BUKIT TIMAH,4 ROOM,752407.3333333334
2023,BUKIT TIMAH,5 ROOM,1027698.2857142857
2023,BUKIT TIMAH,EXECUTIVE,1215142.857142857
2023,CENTRAL AREA,2 ROOM,328225.0
2023,CENTRAL AREA,3 ROOM,455408.8088235294
2023,CENTRAL AREA,4 ROOM,925306.296875
2023,CENTRAL AREA,5 ROOM,1215750.0
2023,CENTRAL AREA,EXECUTIVE,1034000.0
2023,CHOA CHU KANG,2 ROOM,305125.0
2023,CHOA CHU KANG,3 ROOM,398841.1612903226
2023,CHOA CHU KANG,4 ROOM,499691.49889135256
2023,CHOA CHU KANG,5 ROOM,590080.5403508772
2023,CHOA CHU KANG,EXECUTIVE,725073.975308642
2023,CLEMENTI,2 ROOM,398500.0
2023,CLEMENTI,3 ROOM,444391.1632653061
2023,CLEMENTI,4 ROOM,673815.7278106508
2023,CLEMENTI,5 ROOM,862416.4705882353
2023,CLEMENTI,EXECUTIVE,977300.0
2023,GEYLANG,2 ROOM,253205.88235294117
2023,GEYLANG,3 ROOM,374758.5575813953
2023,GEYLANG,4 ROOM,632234.6461538462
2023,GEYLANG,5 ROOM,793480.0
2023,GEYLANG,EXECUTIVE,894085.8666666667
2023,HOUGANG,2 ROOM,346390.6666666667
2023,HOUGANG,3 ROOM,395977.6923076923
2023,HOUGANG,4 ROOM,537654.0271157895
2023,HOUGANG,5 ROOM,685594.0657894737
2023,HOUGANG,EXECUTIVE,870259.2020512822
2023,JURONG EAST,2 ROOM,300000.0
2023,JURONG EAST,3 ROOM,373549.39837398374
2023,JURONG EAST,4 ROOM,485428.0485436893
2023,JURONG EAST,5 ROOM,641432.1951219512
2023,JURONG EAST,EXECUTIVE,849487.5294117647
2023,JURONG WEST,2 ROOM,293166.6666666667
2023,JURONG WEST,3 ROOM,351709.46694214875
2023,JURONG WEST,4 ROOM,497786.2417582418
2023,JURONG WEST,5 ROOM,594721.1851851852
2023,JURONG WEST,EXECUTIVE,711956.8547008547
2023,KALLANG/WHAMPOA,2 ROOM,294000.0
2023,KALLANG/WHAMPOA,3 ROOM,427172.9007352941
2023,KALLANG/WHAMPOA,4 ROOM,749496.0120502092
2023,KALLANG/WHAMPOA,5 ROOM,872637.086419753
2023,KALLANG/WHAMPOA,EXECUTIVE,996072.7272727273
2023,MARINE PARADE,3 ROOM,444643.5689655172
2023,MARINE PARADE,4 ROOM,560565.2173913043
2023,MARINE PARADE,5 ROOM,876470.3448275862
2023,PASIR RIS,2 ROOM,361500.0
2023,PASIR RIS,3 ROOM,483500.0
2023,PASIR RIS,4 ROOM,561438.2697674419
2023,PASIR RIS,5 ROOM,656935.6942675159
2023,PASIR RIS,EXECUTIVE,823473.8543689321
2023,PUNGGOL,2 ROOM,335470.25352112675
2023,PUNGGOL,3 ROOM,456409.1234042553
2023,PUNGGOL,4 ROOM,591352.2674698795
2023,PUNGGOL,5 ROOM,679379.2396514161
2023,PUNGGOL,EXECUTIVE,736581.0370370371
2023,QUEENSTOWN,2 ROOM,310394.4
2023,QUEENSTOWN,3 ROOM,439115.41489361704
2023,QUEENSTOWN,4 ROOM,850002.6
2023,QUEENSTOWN,5 ROOM,980856.5454545454
2023,QUEENSTOWN,EXECUTIVE,1170000.0
2023,SEMBAWANG,2 ROOM,329850.2028985507
2023,SEMBAWANG,3 ROOM,439577.05
2023,SEMBAWANG,4 ROOM,543306.6614987081
2023,SEMBAWANG,5 ROOM,603195.654822335
2023,SEMBAWANG,EXECUTIVE,678155.4
2023,SENGKANG,2 ROOM,339203.1219512195
2023,SENGKANG,3 ROOM,455877.68686868687
2023,SENGKANG,4 ROOM,565413.3038461539
2023,SENGKANG,5 ROOM,637272.2930327869
2023,SENGKANG,EXECUTIVE,739178.5945945946
2023,SERANGOON,2 ROOM,286000.0
2023,SERANGOON,3 ROOM,404504.93258426967
2023,SERANGOON,4 ROOM,590829.6666666666
2023,SERANGOON,5 ROOM,708057.052631579
2023,SERANGOON,EXECUTIVE,929711.619047619
2023,TAMPINES,2 ROOM,338500.0
2023,TAMPINES,3 ROOM,426412.6
2023,TAMPINES,4 ROOM,572153.2737864078
2023,TAMPINES,5 ROOM,694424.8073394495
2023,TAMPINES,EXECUTIVE,866532.5591397849
2023,TOA PAYOH,2 ROOM,268365.6666666667
2023,TOA PAYOH,3 ROOM,400821.2438162544
2023,TOA PAYOH,4 ROOM,739805.7541721854
2023,TOA PAYOH,5 ROOM,914201.0947368421
2023,TOA PAYOH,EXECUTIVE,999394.4
2023,WOODLANDS,2 ROOM,325915.8918918919
2023,WOODLANDS,3 ROOM,378102.0273972603
2023,WOODLANDS,4 ROOM,493701.83377308707
2023,WOODLANDS,5 ROOM,593254.6552462527
2023,WOODLANDS,EXECUTIVE,821604.5277777778
2023,YISHUN,2 ROOM,316782.60869565216
2023,YISHUN,3 ROOM,387914.9951219512
2023,YISHUN,4 ROOM,493381.7953216374
2023,YISHUN,5 ROOM,641508.8525896415
2023,YISHUN,EXECUTIVE,830729.694883721
2023,YISHUN,MULTI-GENERATION,1007500.0
